street_id,source,target,street_name,street_length,amenity,Average_POI_Distance,shop,restaurant,healthcare,clothes,school
624129112,25769228,3797573321,Upper Queen Street,17.509,0.0,17.509,0.0,0.0,0.0,0.0,0.0
731599981,25769228,3068087649,Alex Evans Street,13.369,0.0,13.369,0.0,0.0,0.0,0.0,0.0
123998327,4961470807,25769228,Upper Queen Street,9.938,0.0,9.938,0.0,0.0,0.0,0.0,0.0
624129112,3797573321,265813402,Upper Queen Street,7.678,0.0,7.678,0.0,0.0,0.0,0.0,0.0
624129114,2978330161,25769228,Ian McKinnon Drive,19.979,0.0,19.979,0.0,0.0,0.0,0.0,0.0
624129111,3068087649,8423815164,Alex Evans Street,3.438,0.0,3.438,0.0,0.0,0.0,0.0,0.0
4279266,25769232,9449856247,Saint Benedicts Street,6.665,0.0,6.665,0.0,0.0,0.0,0.0,0.0
624129110,25769232,5893526135,Alex Evans Street,21.256,0.0,21.256,0.0,0.0,0.0,0.0,0.0
4279266,9449856247,9449856249,Saint Benedicts Street,2.449,0.0,2.449,0.0,0.0,0.0,0.0,0.0
7634384,5893526135,5548445064,Alex Evans Street,9.291,0.0,9.291,0.0,0.0,0.0,0.0,0.0
624129111,6816585050,25769232,Alex Evans Street,33.813,0.0,33.813,0.0,0.0,0.0,0.0,0.0
4279266,25769233,2755112125,Saint Benedicts Street,5.533,0.0,5.533,0.0,0.0,0.0,0.0,0.0
4279266,2755112125,5118454060,Saint Benedicts Street,42.168,0.0,42.168,0.0,0.0,0.0,0.0,0.0
4279266,4694875543,25769233,Saint Benedicts Street,3.334,0.0,3.334,0.0,0.0,0.0,0.0,0.0
624129098,25769234,5236072712,Newton Road,36.953,0.0,36.953,0.0,0.0,0.0,0.0,0.0
4279266,3383747261,25769234,Saint Benedicts Street,8.845,0.0,8.845,0.0,0.0,0.0,0.0,0.0
624129098,5236072712,25769260,Newton Road,12.333,0.0,12.333,0.0,0.0,0.0,0.0,0.0
624129098,5893526131,25769234,Newton Road,17.497,0.0,17.497,0.0,0.0,0.0,0.0,0.0
624129097,25769235,5893526131,Newton Road,9.802,0.0,9.802,0.0,0.0,0.0,0.0,0.0
32776244,8011528811,25769235,Dundonald Street,7.383,0.0,7.383,0.0,0.0,0.0,0.0,0.0
624129097,2755141277,25769235,Newton Road,20.293,0.0,20.293,0.0,0.0,0.0,0.0,0.0
24457649,25769236,4330791481,Symonds Street,4.329,0.0,4.329,0.0,0.0,0.0,0.0,0.0
671996834,25769236,6235638721,Symonds Street,11.433,0.0,11.433,0.0,0.0,0.0,0.0,0.0
24457649,4330791481,5893526132,Symonds Street,6.726,0.0,6.726,0.0,0.0,0.0,0.0,0.0
671996834,6235638721,9422236243,Symonds Street,3.925,0.0,3.925,0.0,0.0,0.0,0.0,0.0
682351908,9422236244,25769236,Symonds Street,10.811,0.0,10.811,0.0,0.0,0.0,0.0,0.0
4279264,4412564553,4412564552,Hohipere Street,13.008,0.0,13.008,0.0,0.0,0.0,0.0,0.0
443699111,4412564553,25769238,Hohipere Street,25.575,0.0,25.575,0.0,0.0,0.0,0.0,0.0
37559107,25769240,1361088854,Symonds Street,10.157,0.0,10.157,0.0,0.0,0.0,0.0,0.0
4279263,3383747240,25769240,Glenside Crescent,11.053,0.0,11.053,0.0,0.0,0.0,0.0,0.0
37559107,1361088854,4324696571,Symonds Street,25.409,0.0,25.409,0.0,0.0,0.0,0.0,0.0
37559107,3383747233,25769240,Symonds Street,26.701,0.0,26.701,0.0,0.0,0.0,0.0,0.0
331313976,3383747233,3383747235,Glenside Crescent,4.01,0.0,4.01,0.0,0.0,0.0,0.0,0.0
331313975,25769252,25769253,Glenside Crescent,37.923,0.0,37.923,0.0,0.0,0.0,0.0,0.0
331313975,25769253,1418834157,Glenside Crescent,3.549,1.0,10.919247064561366,0.0,0.0,0.0,0.0,0.0
331313975,4286908511,25769252,Glenside Crescent,36.19,0.0,36.19,0.0,0.0,0.0,0.0,0.0
128366990,1418834140,9442441247,Greenwich Place,5.482,0.0,5.482,0.0,0.0,0.0,0.0,0.0
331313975,1418834140,25769252,Glenside Crescent,4.653,0.0,4.653,0.0,0.0,0.0,0.0,0.0
331313975,1418834157,1418834163,Glenside Crescent,3.03,0.0,3.03,0.0,0.0,0.0,0.0,0.0
4290891,25769254,3383747234,Dacre Street,7.172,0.0,7.172,0.0,0.0,0.0,0.0,0.0
24822344,25769254,4694870858,Upper Queen Street,48.498,0.0,48.498,0.0,0.0,0.0,0.0,0.0
4290891,3383747234,9449960359,Dacre Street,1.756,0.0,1.756,0.0,0.0,0.0,0.0,0.0
24822344,4694870858,3383747241,Upper Queen Street,7.031,0.0,7.031,0.0,0.0,0.0,0.0,0.0
24822344,4694870826,25769254,Upper Queen Street,27.603,0.0,27.603,0.0,0.0,0.0,0.0,0.0
4290892,25769255,3383747242,Karaka Street,6.84,0.0,6.84,0.0,0.0,0.0,0.0,0.0
24822344,25769255,3383747244,Upper Queen Street,8.453,0.0,8.453,0.0,0.0,0.0,0.0,0.0
4290892,3383747242,9449960343,Karaka Street,4.329,0.0,4.329,0.0,0.0,0.0,0.0,0.0
4290892,3383747243,25769255,Karaka Street,6.658,0.0,6.658,0.0,0.0,0.0,0.0,0.0
24822344,3383747244,2755143283,Upper Queen Street,33.257,0.0,33.257,0.0,0.0,0.0,0.0,0.0
24822344,3383747241,25769255,Upper Queen Street,6.789,0.0,6.789,0.0,0.0,0.0,0.0,0.0
4290895,25769256,3383747245,Randolph Street,8.422,0.0,8.422,0.0,0.0,0.0,0.0,0.0
24822344,25769256,5893590710,Upper Queen Street,4.985,0.0,4.985,0.0,0.0,0.0,0.0,0.0
4290895,3383747245,9449912610,Randolph Street,1.304,0.0,1.304,0.0,0.0,0.0,0.0,0.0
4290895,3383747246,25769256,Randolph Street,6.278,0.0,6.278,0.0,0.0,0.0,0.0,0.0
624135102,5893590710,4388671403,Upper Queen Street,5.041,0.0,5.041,0.0,0.0,0.0,0.0,0.0
24822344,2755143283,25769256,Upper Queen Street,18.575,0.0,18.575,0.0,0.0,0.0,0.0,0.0
624135101,25769257,8011528815,Newton Road,11.579,0.0,11.579,0.0,0.0,0.0,0.0,0.0
624129096,4388664459,25769257,Newton Road,7.693,0.0,7.693,0.0,0.0,0.0,0.0,0.0
624135101,8011528815,8011528813,Newton Road,3.691,0.0,3.691,0.0,0.0,0.0,0.0,0.0
624135102,9449912598,25769257,Upper Queen Street,14.887,0.0,14.887,0.0,0.0,0.0,0.0,0.0
624129098,25769260,2755143286,Newton Road,24.316,0.0,24.316,0.0,0.0,0.0,0.0,0.0
624129096,2755143286,8011528814,Newton Road,16.282,0.0,16.282,0.0,0.0,0.0,0.0,0.0
859494561,3383747262,25769260,Exmouth Street,7.877,0.0,7.877,0.0,0.0,0.0,0.0,0.0
4279756,25769287,9499530439,Newton Road,19.345,0.0,19.345,0.0,0.0,0.0,0.0,0.0
7636715,25769287,3383747256,Diamond Street,7.226,0.0,7.226,0.0,0.0,0.0,0.0,0.0
4279756,9499530439,3136050793,Newton Road,5.717,0.0,5.717,0.0,0.0,0.0,0.0,0.0
4279756,9499530441,25769287,Newton Road,1.785,0.0,1.785,0.0,0.0,0.0,0.0,0.0
7636715,3383747256,9422820841,Diamond Street,2.56,0.0,2.56,0.0,0.0,0.0,0.0,0.0
4279756,25769288,3123335760,Newton Road,26.616,0.0,24.312787557903924,1.0,0.0,0.0,0.0,0.0
4290894,25769288,3383747250,France Street,7.771,0.0,7.771,0.0,0.0,0.0,0.0,0.0
4279756,3123335760,3123335759,Newton Road,10.906,0.0,10.906,0.0,0.0,0.0,0.0,0.0
4279756,3136050797,25769288,Newton Road,13.967,0.0,18.771954627364522,1.0,0.0,0.0,0.0,0.0
4290894,3383747250,9499515591,France Street,1.211,0.0,1.211,0.0,0.0,0.0,0.0,0.0
4290894,25769289,3661121647,France Street,51.511,0.0,51.511,0.0,0.0,0.0,0.0,0.0
4290895,25769289,4694818115,Randolph Street,5.689,0.0,5.689,0.0,0.0,0.0,0.0,0.0
4290894,3661121647,25769290,France Street,18.384,0.0,18.384,0.0,0.0,0.0,0.0,0.0
4290894,9499515591,25769289,France Street,64.636,0.0,64.636,0.0,0.0,0.0,0.0,0.0
4290895,4694818115,25769293,Randolph Street,67.417,0.0,67.417,0.0,0.0,0.0,0.0,0.0
4290895,4694818114,25769289,Randolph Street,5.428,0.0,5.428,0.0,0.0,0.0,0.0,0.0
4290892,25769290,25904078,Karaka Street,77.053,0.0,77.053,0.0,0.0,0.0,0.0,0.0
4290894,25769290,5133678450,France Street,18.422,0.0,18.422,0.0,0.0,0.0,0.0,0.0
4290892,9449960356,25769290,Karaka Street,6.63,0.0,6.63,0.0,0.0,0.0,0.0,0.0
4290894,5133678450,3117651630,France Street,9.192,0.0,9.192,0.0,0.0,0.0,0.0,0.0
4290894,25769291,3117651631,France Street,8.556,0.0,8.556,0.0,0.0,0.0,0.0,0.0
4290891,9449960359,25769291,Dacre Street,129.74,0.0,129.74,0.0,0.0,0.0,0.0,0.0
4290894,3117651631,4694686536,France Street,13.128,0.0,13.128,0.0,0.0,0.0,0.0,0.0
4290894,924790700,25769291,France Street,5.905,0.0,5.905,0.0,0.0,0.0,0.0,0.0
4290895,25769293,3117606421,Randolph Street,2.901,0.0,2.901,0.0,0.0,0.0,0.0,0.0
4290895,3117606421,3117606422,Randolph Street,7.089,0.0,7.089,0.0,0.0,0.0,0.0,0.0
4343229,265813451,25769293,Cargill Street,37.011,0.0,37.011,0.0,0.0,0.0,0.0,0.0
4282814,25769294,2676677402,Fleet Street,8.495,0.0,8.495,0.0,0.0,0.0,0.0,0.0
4343229,25769294,3383747248,Cargill Street,9.173,0.0,9.173,0.0,0.0,0.0,0.0,0.0
624122235,25769294,2676677404,Newton Road,8.961,0.0,8.961,0.0,0.0,0.0,0.0,0.0
4279756,3383747249,25769294,Newton Road,10.093,0.0,10.093,0.0,0.0,0.0,0.0,0.0
4282814,2676677402,8802769252,Fleet Street,1.094,0.0,1.094,0.0,0.0,0.0,0.0,0.0
4343229,3383747248,265813451,Cargill Street,29.155,0.0,29.155,0.0,0.0,0.0,0.0,0.0
624122235,2676677404,1342709424,Newton Road,9.186,0.0,9.186,0.0,0.0,0.0,0.0,0.0
4279302,25769420,8020972966,Grafton Bridge,11.056,0.0,11.056,0.0,0.0,0.0,0.0,0.0
623566182,25769420,670303694,Symonds Street,13.719,0.0,13.719,0.0,0.0,0.0,0.0,0.0
927593139,8020972966,8423782041,Grafton Bridge,4.836,0.0,4.836,0.0,0.0,0.0,0.0,0.0
114133935,1269992956,25769420,Karangahape Road,12.713,0.0,12.713,0.0,0.0,0.0,0.0,0.0
623566182,670303694,8423782042,Symonds Street,2.795,0.0,2.795,0.0,0.0,0.0,0.0,0.0
927593137,8423823271,25769420,Symonds Street,8.538,0.0,8.538,0.0,0.0,0.0,0.0,0.0
4282831,25769427,7180400813,Park Road,11.089,0.0,11.089,0.0,0.0,0.0,0.0,0.0
617488792,25769427,7180400811,Grafton Road,9.512,0.0,9.512,0.0,0.0,0.0,0.0,0.0
4282831,7180400813,8570395080,Park Road,4.564,0.0,4.564,0.0,0.0,0.0,0.0,0.0
617488792,7180400811,8570395082,Grafton Road,1.949,0.0,1.949,0.0,0.0,0.0,0.0,0.0
623580292,7180400812,25769427,Grafton Road,9.238,0.0,9.238,0.0,0.0,0.0,0.0,0.0
623580294,7180400808,25769427,Grafton Bridge,11.561,0.0,11.561,0.0,0.0,0.0,0.0,0.0
620736508,25769443,6351622111,Upper Queen Street,8.937,0.0,8.937,0.0,0.0,0.0,0.0,0.0
4279661,3068010440,25769443,Upper Queen Street,14.572,0.0,14.572,0.0,0.0,0.0,0.0,0.0
620736508,6351622111,4961470809,Upper Queen Street,1.283,0.0,1.283,0.0,0.0,0.0,0.0,0.0
627890717,3068010441,25769443,Canada Street,10.723,0.0,10.723,0.0,0.0,0.0,0.0,0.0
4290906,25769465,4451101887,Liverpool Street,9.469,0.0,9.469,0.0,0.0,0.0,0.0,0.0
159934865,25769465,4350628137,Karangahape Road,7.189,0.0,7.189,0.0,0.0,0.0,0.0,0.0
4290906,4451101887,6991576941,Liverpool Street,1.567,0.0,1.567,0.0,0.0,0.0,0.0,0.0
159934865,4350628137,1755687178,Karangahape Road,5.669,0.0,5.669,0.0,0.0,0.0,0.0,0.0
627900118,4350628136,25769465,Karangahape Road,4.138,0.0,4.138,0.0,0.0,0.0,0.0,0.0
620733914,25769470,4451094749,Queen Street,8.666,0.0,8.666,0.0,0.0,0.0,0.0,0.0
620736506,25769470,4451102577,Karangahape Road,7.796,0.0,7.796,0.0,0.0,0.0,0.0,0.0
620736510,25769470,3587373017,Upper Queen Street,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
620733914,4451094749,8423782038,Queen Street,14.45,0.0,14.45,0.0,0.0,0.0,0.0,0.0
620736505,8423782036,25769470,Karangahape Road,14.523,0.0,14.523,0.0,0.0,0.0,0.0,0.0
620736506,4451102577,8423782039,Karangahape Road,11.006,1.0,12.020498441602522,0.0,0.0,0.0,0.0,0.0
836988585,3587373017,6773522477,Upper Queen Street,4.212,0.0,4.212,0.0,0.0,0.0,0.0,0.0
4279661,25769472,670300823,Upper Queen Street,55.903,0.0,55.903,0.0,0.0,0.0,0.0,0.0
4279661,670300823,6982254986,Upper Queen Street,16.421,0.0,16.421,0.0,0.0,0.0,0.0,0.0
4279661,5864490130,25769472,Upper Queen Street,7.124,0.0,7.124,0.0,0.0,0.0,0.0,0.0
4279685,3587361831,25769472,Cross Street,9.236,0.0,9.236,0.0,0.0,0.0,0.0,0.0
623566177,25769546,7871790894,Symonds Street,7.153,0.0,7.153,0.0,0.0,0.0,0.0,0.0
623566177,7871790894,4295489430,Symonds Street,5.16,0.0,5.16,0.0,0.0,0.0,0.0,0.0
623566182,4295489431,25769546,Symonds Street,13.009,0.0,13.009,0.0,0.0,0.0,0.0,0.0
803779774,25769548,1350969566,Symonds Street,23.098,0.0,23.098,0.0,0.0,0.0,0.0,0.0
927593145,25769548,8020972949,Saint Martins Lane,11.216,0.0,11.216,0.0,0.0,0.0,0.0,0.0
803779774,1350969566,25769567,Symonds Street,30.468,0.0,30.468,0.0,0.0,0.0,0.0,0.0
803779775,5888735887,25769548,Symonds Street,9.418,0.0,9.418,0.0,0.0,0.0,0.0,0.0
433834250,8020972949,25840740,Saint Martins Lane,42.437,0.0,42.437,0.0,0.0,0.0,0.0,0.0
52728801,25769567,25840745,Symonds Street,17.76,0.0,17.76,0.0,0.0,0.0,0.0,0.0
927593146,25769567,9694038614,City Road,9.285,0.0,9.285,0.0,0.0,0.0,0.0,0.0
52728801,25840745,4322947839,Symonds Street,11.149,0.0,11.149,0.0,0.0,0.0,0.0,0.0
927593146,9694038614,1755685065,City Road,3.109,0.0,3.109,0.0,0.0,0.0,0.0,0.0
4290906,25769576,1755687187,Liverpool Street,52.192,0.0,52.192,0.0,0.0,0.0,0.0,0.0
4290906,1755687187,4305634965,Liverpool Street,10.019,0.0,10.019,0.0,0.0,0.0,0.0,0.0
4290906,1667024644,25769576,Liverpool Street,6.953,0.0,6.953,0.0,0.0,0.0,0.0,0.0
613154886,25769577,9694038616,Liverpool Street,3.822,0.0,3.822,0.0,0.0,0.0,0.0,0.0
1054950268,25769577,4350628131,City Road,3.688,0.0,3.688,0.0,0.0,0.0,0.0,0.0
4282802,4305634964,25769577,City Road,4.904,0.0,4.904,0.0,0.0,0.0,0.0,0.0
4290906,4305634965,25769577,Liverpool Street,3.957,0.0,3.957,0.0,0.0,0.0,0.0,0.0
613154886,9694038616,4305634963,Liverpool Street,6.26,0.0,6.26,0.0,0.0,0.0,0.0,0.0
1054950268,4350628131,4305634962,City Road,56.477,0.0,56.477,0.0,0.0,0.0,0.0,0.0
4290907,25769587,1745109384,Scotia Place,21.327,0.0,21.327,0.0,0.0,0.0,0.0,0.0
8138836,25769587,9589367665,Scotia Place,12.643,0.0,12.643,0.0,0.0,0.0,0.0,0.0
4290907,1745109384,25769590,Scotia Place,21.733,0.0,21.733,0.0,0.0,0.0,0.0,0.0
4290907,1745109359,25769587,Scotia Place,2.75,0.0,2.75,0.0,0.0,0.0,0.0,0.0
8138836,9589367665,1745110822,Scotia Place,2.033,0.0,2.033,0.0,0.0,0.0,0.0,0.0
4290907,25769588,1745109359,Scotia Place,25.529,3.0,70.70300251818658,0.0,0.0,0.0,0.0,0.0
4290904,25769593,9694042017,Turner Street,5.112,0.0,5.112,0.0,0.0,0.0,0.0,0.0
4290905,25769593,1417628205,White Street,6.878,0.0,6.878,0.0,0.0,0.0,0.0,0.0
4290904,9694042017,4451224098,Turner Street,91.202,1.0,47.8426885235116,0.0,0.0,0.0,0.0,0.0
4290905,1417628205,25769594,White Street,3.991,0.0,3.991,0.0,0.0,0.0,0.0,0.0
1054950178,9694042019,25769593,Liverpool Street,6.684,0.0,6.684,0.0,0.0,0.0,0.0,0.0
4290905,25769594,4451224102,White Street,3.567,0.0,3.567,0.0,0.0,0.0,0.0,0.0
4290905,4451224102,1417628208,White Street,3.736,0.0,3.736,0.0,0.0,0.0,0.0,0.0
448069948,25769595,4451217917,Queen Street,7.099,0.0,7.099,0.0,0.0,0.0,0.0,0.0
620918961,25769595,5865975641,Queen Street,21.961,0.0,21.961,0.0,0.0,0.0,0.0,0.0
4290903,4451202063,25769595,Waverley Street,66.274,0.0,66.274,0.0,0.0,0.0,0.0,0.0
448069948,4451217917,4451217923,Queen Street,34.207,1.0,27.132208709550447,0.0,0.0,0.0,0.0,0.0
448069949,4451217916,25769595,Queen Street,8.045,0.0,8.045,0.0,0.0,0.0,0.0,0.0
448067167,5865975641,25769596,Queen Street,16.374,0.0,16.374,0.0,0.0,0.0,0.0,0.0
4290902,25769596,25769598,Marmion Street,97.588,0.0,97.588,0.0,0.0,0.0,0.0,0.0
781449828,25769596,259369120,Queen Street,8.023,0.0,8.023,0.0,0.0,0.0,0.0,0.0
781449828,259369120,8217965725,Queen Street,14.056,0.0,14.056,0.0,0.0,0.0,0.0,0.0
4290903,25769597,4451202066,Waverley Street,14.857,0.0,14.857,0.0,0.0,0.0,0.0,0.0
4290905,25769597,1417628201,White Street,10.026,0.0,10.026,0.0,0.0,0.0,0.0,0.0
4290903,4451202066,4451202063,Waverley Street,49.542,0.0,49.542,0.0,0.0,0.0,0.0,0.0
4290905,1417628201,1417628211,White Street,9.15,0.0,9.15,0.0,0.0,0.0,0.0,0.0
4290905,9694042021,25769597,White Street,43.471,0.0,43.471,0.0,0.0,0.0,0.0,0.0
4290905,1417628211,25769598,White Street,32.193,0.0,32.193,0.0,0.0,0.0,0.0,0.0
907165029,25769612,4322711198,Symonds Street,11.348,0.0,11.348,0.0,0.0,0.0,0.0,0.0
117903492,5888735886,25769612,Symonds Street,28.128,0.0,28.128,0.0,0.0,0.0,0.0,0.0
907165024,8423799604,25769612,Wakefield Street,5.724,0.0,5.724,0.0,0.0,0.0,0.0,0.0
907165030,4322711198,1663338738,Symonds Street,56.994,1.0,34.48871969899666,0.0,0.0,0.0,0.0,0.0
7633226,25769613,25769622,Lyndock Street,66.282,0.0,66.282,0.0,0.0,0.0,0.0,0.0
8138609,25769613,317530634,Airedale Street,19.525,0.0,19.525,0.0,0.0,0.0,0.0,0.0
4290908,25769622,25769625,Mount Street,67.526,0.0,36.05459342089243,0.0,1.0,0.0,0.0,0.0
1054950170,25769622,9694038592,Wakefield Street,18.869,0.0,18.869,0.0,0.0,0.0,0.0,0.0
8138609,317530634,1669680801,Airedale Street,21.169,0.0,21.169,0.0,0.0,0.0,0.0,0.0
8138609,4305632251,25769613,Airedale Street,48.511,0.0,48.511,0.0,0.0,0.0,0.0,0.0
118775652,25769614,1335166066,Wakefield Street,11.481,0.0,11.481,0.0,0.0,0.0,0.0,0.0
907165023,25769614,3619241112,Wakefield Street,8.384,0.0,8.384,0.0,0.0,0.0,0.0,0.0
118775652,1335166066,8423799602,Wakefield Street,7.542,1.0,49.07310990027615,0.0,0.0,0.0,0.0,0.0
907165023,3619241112,1335166060,Wakefield Street,12.766,0.0,16.721563898544893,1.0,0.0,0.0,0.0,0.0
1054950169,8423799601,25769614,Wakefield Street,7.848,0.0,7.848,0.0,0.0,0.0,0.0,0.0
4290908,25769625,9974626645,Mount Street,4.655,0.0,4.655,0.0,0.0,0.0,0.0,0.0
1054950169,9694038592,8423799601,Wakefield Street,9.013,0.0,9.013,0.0,0.0,0.0,0.0,0.0
1054950171,9694038593,25769622,Wakefield Street,22.691,0.0,22.691,0.0,0.0,0.0,0.0,0.0
4290908,9974626645,8649227662,Mount Street,83.736,0.0,83.736,0.0,0.0,0.0,0.0,0.0
907165030,25769626,4320687374,Symonds Street,9.864,0.0,9.864,0.0,0.0,0.0,0.0,0.0
4290908,4320687377,25769626,Mount Street,9.292,0.0,9.292,0.0,0.0,0.0,0.0,0.0
907165030,4320687374,3879203885,Symonds Street,9.715,1.0,14.486121085308241,0.0,0.0,0.0,0.0,0.0
907165030,4330750496,25769626,Symonds Street,66.51,0.0,37.49326027799932,1.0,0.0,0.0,0.0,0.0
952267340,25769629,25769653,Saint Paul Street,63.764,2.0,37.07722478488533,0.0,0.0,0.0,0.0,0.0
1054950173,25769629,9694038594,Wakefield Street,21.945,1.0,13.724212712190209,0.0,0.0,0.0,0.0,0.0
4282803,25769653,1667024433,Saint Paul Street,53.631,0.0,53.631,0.0,0.0,0.0,0.0,0.0
952267340,1667024455,25769629,Saint Paul Street,53.044,0.0,53.044,0.0,0.0,0.0,0.0,0.0
312528708,9694038594,9974627524,Wakefield Street,30.584,0.0,24.15630297385033,1.0,1.0,0.0,0.0,0.0
1054950174,9694038595,25769629,Wakefield Street,21.867,0.0,21.867,0.0,0.0,0.0,0.0,0.0
52729116,25769635,3619241111,Mayoral Drive,22.512,0.0,23.81945419789197,1.0,0.0,0.0,0.0,0.0
52729127,25769635,8217965724,Queen Street,29.18,0.0,29.18,0.0,0.0,0.0,0.0,0.0
52729116,3619241111,25769636,Mayoral Drive,27.579,0.0,27.579,0.0,0.0,0.0,0.0,0.0
52729127,8217965724,9694059820,Queen Street,38.658,5.0,36.653071787118854,0.0,2.0,0.0,0.0,0.0
697460427,4057661535,25769635,Mayoral Drive,18.885,0.0,18.885,0.0,0.0,0.0,0.0,0.0
781449828,4305355692,25769635,Queen Street,12.516,0.0,12.516,0.0,0.0,0.0,0.0,0.0
52729116,25769636,5888856316,Mayoral Drive,12.363,0.0,12.363,0.0,0.0,0.0,0.0,0.0
623580301,5888856316,4299281265,Mayoral Drive,18.605,0.0,18.605,0.0,0.0,0.0,0.0,0.0
376771625,25769637,8217965729,Mayoral Drive,17.931,0.0,17.931,0.0,0.0,0.0,0.0,0.0
1054950172,25769637,8217965728,Wakefield Street,18.986,0.0,18.986,0.0,0.0,0.0,0.0,0.0
142664157,8217965727,25769637,Wakefield Street,20.935,0.0,20.935,0.0,0.0,0.0,0.0,0.0
376771625,8217965729,259128422,Mayoral Drive,7.041,0.0,7.041,0.0,0.0,0.0,0.0,0.0
623576737,8217965726,25769637,Mayoral Drive,14.587,0.0,14.587,0.0,0.0,0.0,0.0,0.0
1054950172,8217965728,262433893,Wakefield Street,9.789,0.0,9.789,0.0,0.0,0.0,0.0,0.0
216902812,25769638,1417622124,Mayoral Drive,12.485,0.0,12.485,0.0,0.0,0.0,0.0,0.0
216902812,1417622124,25769639,Mayoral Drive,12.406,0.0,12.406,0.0,0.0,0.0,0.0,0.0
216902812,8217965730,25769638,Mayoral Drive,7.599,0.0,7.599,0.0,0.0,0.0,0.0,0.0
623576738,25769639,2262216887,Mayoral Drive,9.687,1.0,20.986909829636588,0.0,0.0,0.0,0.0,0.0
834094266,25769639,1417622125,Mayoral Drive,18.634,0.0,18.634,0.0,0.0,0.0,0.0,0.0
623576738,2262216887,8217965731,Mayoral Drive,7.514,0.0,7.514,0.0,0.0,0.0,0.0,0.0
834094266,1417622125,259128395,Mayoral Drive,15.61,0.0,15.61,0.0,0.0,0.0,0.0,0.0
50423191,25769641,6899540376,Wellesley Street East,12.55,0.0,12.55,0.0,0.0,0.0,0.0,0.0
623574845,25769641,1417616273,Kitchener Street,14.556,0.0,14.556,0.0,0.0,0.0,0.0,0.0
50423191,6899540376,4299184622,Wellesley Street East,2.837,0.0,2.837,0.0,0.0,0.0,0.0,0.0
260912073,9451677529,25769641,Mayoral Drive,9.908,0.0,9.908,0.0,0.0,0.0,0.0,0.0
128238232,1417616273,6668242463,Wellesley Street East,23.152,0.0,23.152,0.0,0.0,0.0,0.0,0.0
623574847,1417616273,9451677532,Kitchener Street,12.804,0.0,12.804,0.0,0.0,0.0,0.0,0.0
1025381818,8813996357,25769641,Wellesley Street East,4.661,0.0,4.661,0.0,0.0,0.0,0.0,0.0
1054952878,25769642,6246044650,Queen Street,2.174,0.0,2.174,0.0,0.0,0.0,0.0,0.0
667087756,6246044650,6246044649,Airedale Street,7.826,0.0,7.826,0.0,0.0,0.0,0.0,0.0
1054952878,6246044650,9694032734,Queen Street,48.634,1.0,25.100216096732215,0.0,0.0,0.0,0.0,0.0
1054952878,6246044651,25769642,Queen Street,5.238,0.0,5.238,0.0,0.0,0.0,0.0,0.0
117903495,25769643,9451672263,Queen Street,12.393,0.0,12.393,0.0,0.0,0.0,0.0,0.0
142664158,25769643,1561128291,Wakefield Street,13.413,0.0,13.413,0.0,0.0,0.0,0.0,0.0
8138608,6668271453,25769643,Wakefield Street,16.162,0.0,16.162,0.0,0.0,0.0,0.0,0.0
117903495,9451672263,1327097595,Queen Street,5.797,3.0,60.77023610936393,0.0,0.0,0.0,0.0,0.0
430657942,1561128291,1561128288,Rutland Street,4.793,0.0,4.793,0.0,0.0,0.0,0.0,0.0
883615161,1561128291,9694032733,Wakefield Street,3.927,0.0,3.927,0.0,0.0,0.0,0.0,0.0
1054950663,8573287154,25769643,Queen Street,4.516,0.0,4.516,0.0,0.0,0.0,0.0,0.0
697460427,25769644,4057661535,Mayoral Drive,6.633,0.0,6.633,0.0,0.0,0.0,0.0,0.0
117031217,4057661534,25769644,Mayoral Drive,9.989,0.0,9.989,0.0,0.0,0.0,0.0,0.0
149489102,25769646,262235046,Mayoral Drive,16.805,0.0,16.805,0.0,0.0,0.0,0.0,0.0
627890716,25769646,8767940845,Greys Avenue,12.693,0.0,12.693,0.0,0.0,0.0,0.0,0.0
149489102,262235046,3753778628,Mayoral Drive,4.646,0.0,4.646,0.0,0.0,0.0,0.0,0.0
620732939,4299283823,25769646,Mayoral Drive,18.439,0.0,18.439,0.0,0.0,0.0,0.0,0.0
627890715,8217957714,25769646,Greys Avenue,13.827,0.0,13.827,0.0,0.0,0.0,0.0,0.0
627890716,8767940845,8217957715,Greys Avenue,6.206,0.0,6.206,0.0,0.0,0.0,0.0,0.0
620732941,25769647,648890980,Mayoral Drive,11.041,0.0,11.041,0.0,0.0,0.0,0.0,0.0
52975010,4299283775,25769647,Mayoral Drive,7.568,0.0,7.568,0.0,0.0,0.0,0.0,0.0
627187083,648890980,5864463616,Mayoral Drive,19.625,0.0,19.625,0.0,0.0,0.0,0.0,0.0
4290901,25769648,9452284343,Cook Street,13.014,0.0,13.014,0.0,0.0,0.0,0.0,0.0
52975010,25769648,4299283738,Mayoral Drive,14.404,0.0,14.404,0.0,0.0,0.0,0.0,0.0
4290901,9452284343,1353284215,Cook Street,3.847,0.0,3.847,0.0,0.0,0.0,0.0,0.0
52975010,4299283738,1353284188,Mayoral Drive,4.939,0.0,4.939,0.0,0.0,0.0,0.0,0.0
627890713,9452284338,25769648,Vincent Street,15.47,0.0,15.47,0.0,0.0,0.0,0.0,0.0
627890714,4299283715,25769648,Mayoral Drive,14.335,0.0,14.335,0.0,0.0,0.0,0.0,0.0
