source_street,target_street,distance
855,854,37.501999999999995
856,857,38.521
857,856,38.521
862,865,124.94399999999999
865,862,124.94399999999999
864,865,65.323
865,864,65.323
878,880,21.567999999999998
880,878,21.567999999999998
881,882,19.566
882,881,19.566
904,907,27.668
907,904,27.668
905,906,29.748909990388412
906,905,29.748909990388412
905,910,26.20390999038841
910,905,26.20390999038841
916,917,21.025544216516785
917,916,21.025544216516785
919,920,15.939
920,919,15.939
919,921,42.31931222378535
921,919,42.31931222378535
920,921,45.39631222378536
921,920,45.39631222378536
924,949,17.072000000000003
949,924,17.072000000000003
925,926,36.570580188222735
926,925,36.570580188222735
930,931,20.84
931,930,20.84
931,7694,15.272
7694,931,15.272
931,7696,16.332
7696,931,16.332
932,933,20.701
933,932,20.701
932,936,15.73
936,932,15.73
934,935,50.236999999999995
935,934,50.236999999999995
935,6773,42.760999999999996
6773,935,42.760999999999996
937,938,155.09
938,937,155.09
940,1028,87.262
1028,940,87.262
942,943,82.001
943,942,82.001
943,952,117.105
952,943,117.105
946,947,48.51410793837815
947,946,48.51410793837815
950,951,28.537
951,950,28.537
955,958,34.17404092884159
958,955,34.17404092884159
957,958,80.0352595226241
958,957,80.0352595226241
957,1030,71.8832185937825
1030,957,71.8832185937825
959,961,39.093
961,959,39.093
963,964,35.011712712878385
964,963,35.011712712878385
967,968,143.00445540881174
968,967,143.00445540881174
969,970,87.95700000000001
970,969,87.95700000000001
971,972,31.616
972,971,31.616
974,976,198.751
976,974,198.751
976,977,96.13317753847619
977,976,96.13317753847619
982,983,23.558999999999997
983,982,23.558999999999997
984,985,26.65655186956881
985,984,26.65655186956881
999,1000,35.168
1000,999,35.168
1003,1004,135.687
1004,1003,135.687
1003,1005,144.662
1005,1003,144.662
1003,1007,142.89100000000002
1007,1003,142.89100000000002
1004,1005,134.85500000000002
1005,1004,134.85500000000002
1005,1006,136.013
1006,1005,136.013
1006,1007,134.24200000000002
1007,1006,134.24200000000002
1006,1008,119.604
1008,1006,119.604
1007,1008,125.65
1008,1007,125.65
1010,1012,55.876000000000005
1012,1010,55.876000000000005
1011,1012,46.842
1012,1011,46.842
1014,3859,26.756999999999998
3859,1014,26.756999999999998
1015,1016,27.397
1016,1015,27.397
1019,1020,25.870447833173735
1020,1019,25.870447833173735
1019,1021,25.195
1021,1019,25.195
1020,1021,32.99144783317374
1021,1020,32.99144783317374
1034,1035,181.447
1035,1034,181.447
1034,1129,141.01399999999998
1129,1034,141.01399999999998
1034,1131,182.034
1131,1034,182.034
1035,1133,106.679
1133,1035,106.679
1037,1038,49.202000000000005
1038,1037,49.202000000000005
1037,1040,115.15700000000001
1040,1037,115.15700000000001
1038,1040,73.575
1040,1038,73.575
1041,1042,125.213
1042,1041,125.213
1041,1043,102.73733092695207
1043,1041,102.73733092695207
1042,1124,60.713
1124,1042,60.713
1045,1046,55.778
1046,1045,55.778
1045,1108,111.217
1108,1045,111.217
1047,1048,25.150000000000002
1048,1047,25.150000000000002
1052,1055,50.364000000000004
1055,1052,50.364000000000004
1054,1055,51.57
1055,1054,51.57
1054,1056,25.15
1056,1054,25.15
1055,1056,47.408
1056,1055,47.408
1064,1066,38.329
1066,1064,38.329
1067,6378,20.951
6378,1067,20.951
1071,1072,23.012999999999998
1072,1071,23.012999999999998
1072,7900,11.706
7900,1072,11.706
1073,1075,16.317
1075,1073,16.317
1074,1075,17.7
1075,1074,17.7
1076,1077,37.78
1077,1076,37.78
1081,1082,79.39699999999999
1082,1081,79.39699999999999
1085,1086,76.16799999999999
1086,1085,76.16799999999999
1088,1089,23.669
1089,1088,23.669
1091,6382,46.744
6382,1091,46.744
1093,1094,82.59606124968418
1094,1093,82.59606124968418
1095,1096,129.318
1096,1095,129.318
1097,1098,53.87107014046943
1098,1097,53.87107014046943
1100,1101,138.8341540121359
1101,1100,138.8341540121359
1104,1105,53.36816173145155
1105,1104,53.36816173145155
1104,1106,56.28116173145155
1106,1104,56.28116173145155
1105,1106,14.715
1106,1105,14.715
1107,1108,73.79899999999999
1108,1107,73.79899999999999
1109,1123,95.307
1123,1109,95.307
1112,5136,120.07602025626545
5136,1112,120.07602025626545
1114,1117,33.085
1117,1114,33.085
1119,1120,82.646
1120,1119,82.646
1119,1122,32.225
1122,1119,32.225
1120,1121,75.182
1121,1120,75.182
1120,1122,59.041000000000004
1122,1120,59.041000000000004
1126,1127,69.155
1127,1126,69.155
1129,1131,52.85
1131,1129,52.85
1133,1134,146.78
1134,1133,146.78
1141,1142,12.954
1142,1141,12.954
1157,1161,8.064
1161,1157,8.064
1162,1163,22.163
1163,1162,22.163
1165,1166,68.614
1166,1165,68.614
1168,1169,9.675
1169,1168,9.675
1170,4753,107.095
4753,1170,107.095
1176,1177,43.243
1177,1176,43.243
1180,1181,10.024000000000001
1181,1180,10.024000000000001
1180,1182,77.523
1182,1180,77.523
1181,1182,78.62100000000001
1182,1181,78.62100000000001
1185,1186,40.065999999999995
1186,1185,40.065999999999995
1189,1190,82.94200000000001
1190,1189,82.94200000000001
1197,1198,58.44
1198,1197,58.44
1200,1322,57.134
1322,1200,57.134
1204,1205,51.878
1205,1204,51.878
1207,1208,138.091
1208,1207,138.091
1208,1319,135.567
1319,1208,135.567
1209,1210,26.22
1210,1209,26.22
1210,1211,26.419
1211,1210,26.419
1213,1214,114.716
1214,1213,114.716
1217,1218,10.333
1218,1217,10.333
1217,1219,86.92200000000001
1219,1217,86.92200000000001
1218,1219,86.66300000000001
1219,1218,86.66300000000001
1225,1226,6.982
1226,1225,6.982
1228,1229,118.522
1229,1228,118.522
1237,1238,24.575000000000003
1238,1237,24.575000000000003
1248,1249,11.149000000000001
1249,1248,11.149000000000001
1251,1253,11.786999999999999
1253,1251,11.786999999999999
1256,1258,63.598
1258,1256,63.598
1267,1269,24.064999999999998
1269,1267,24.064999999999998
1268,1269,23.915999999999997
1269,1268,23.915999999999997
1281,1282,101.79299999999999
1282,1281,101.79299999999999
1285,1286,64.934
1286,1285,64.934
1289,1290,213.744
1290,1289,213.744
1291,1310,17.598
1310,1291,17.598
1292,1294,16.651
1294,1292,16.651
1296,1298,43.607
1298,1296,43.607
1300,1301,28.201
1301,1300,28.201
1311,1312,14.748000000000001
1312,1311,14.748000000000001
1313,1314,15.494
1314,1313,15.494
1313,1317,10.487
1317,1313,10.487
1314,1317,18.183
1317,1314,18.183
1324,1325,50.931
1325,1324,50.931
1334,1335,47.15
1335,1334,47.15
1339,1340,25.149
1340,1339,25.149
1343,1344,20.293
1344,1343,20.293
1343,8176,18.136
8176,1343,18.136
1350,1351,101.13900000000001
1351,1350,101.13900000000001
1353,1354,74.03399999999999
1354,1353,74.03399999999999
1353,1364,136.31
1364,1353,136.31
1355,1356,151.924
1356,1355,151.924
1356,1361,200.72899999999998
1361,1356,200.72899999999998
1357,1365,174.648
1365,1357,174.648
1364,1365,182.813
1365,1364,182.813
1370,4047,34.364
4047,1370,34.364
1376,1377,38.63
1377,1376,38.63
1384,1385,66.033
1385,1384,66.033
1386,1387,30.2642842383678
1387,1386,30.2642842383678
1389,1390,110.771
1390,1389,110.771
1394,1395,16.377
1395,1394,16.377
1400,1401,15.015
1401,1400,15.015
1407,1408,15.155999999999999
1408,1407,15.155999999999999
1410,1412,18.089
1412,1410,18.089
1411,1412,17.899
1412,1411,17.899
1414,1415,14.248000000000001
1415,1414,14.248000000000001
1424,1425,47.525999999999996
1425,1424,47.525999999999996
1432,1433,16.761
1433,1432,16.761
1435,1437,26.883
1437,1435,26.883
1436,1437,26.834
1437,1436,26.834
1439,1440,26.793
1440,1439,26.793
1439,1441,23.663
1441,1439,23.663
1440,1441,28.451999999999998
1441,1440,28.451999999999998
1446,1447,41.25404323374547
1447,1446,41.25404323374547
1448,1450,61.415
1450,1448,61.415
1453,1454,32.918212182778525
1454,1453,32.918212182778525
1455,7107,11.063
7107,1455,11.063
1456,1457,19.733
1457,1456,19.733
1460,2218,40.544669563906155
2218,1460,40.544669563906155
1461,1462,12.497
1462,1461,12.497
1466,1467,20.733
1467,1466,20.733
1466,1468,17.953
1468,1466,17.953
1469,1470,44.598
1470,1469,44.598
1470,2211,44.935
2211,1470,44.935
1473,1474,21.281
1474,1473,21.281
1479,1481,17.332
1481,1479,17.332
1482,1483,16.994
1483,1482,16.994
1487,1488,29.094
1488,1487,29.094
1496,1498,64.113
1498,1496,64.113
1502,1503,12.338
1503,1502,12.338
1509,1510,33.178
1510,1509,33.178
1511,1512,14.59
1512,1511,14.59
1515,1516,17.856
1516,1515,17.856
1519,1520,32.866
1520,1519,32.866
1521,1522,43.077
1522,1521,43.077
1527,1529,55.077
1529,1527,55.077
1530,1531,247.487
1531,1530,247.487
1533,1535,4.5489999999999995
1535,1533,4.5489999999999995
1543,1544,75.733
1544,1543,75.733
1545,1546,12.638
1546,1545,12.638
1550,1551,26.83
1551,1550,26.83
1568,1569,72.536
1569,1568,72.536
1569,5353,51.74
5353,1569,51.74
1571,1572,21.329
1572,1571,21.329
1576,1577,38.153999999999996
1577,1576,38.153999999999996
1578,1579,79.02199999999999
1579,1578,79.02199999999999
1606,1610,20.678639125717496
1610,1606,20.678639125717496
1611,1612,23.489066339943065
1612,1611,23.489066339943065
1615,1616,20.867
1616,1615,20.867
1619,1620,10.722
1620,1619,10.722
1632,1634,44.876999999999995
1634,1632,44.876999999999995
1635,1636,79.06
1636,1635,79.06
1640,1641,24.499
1641,1640,24.499
1642,1643,15.207
1643,1642,15.207
1643,1760,21.529
1760,1643,21.529
1647,7514,50.755
7514,1647,50.755
1652,1653,39.915
1653,1652,39.915
1656,5000,41.516
5000,1656,41.516
1659,1663,118.878
1663,1659,118.878
1660,1662,181.826
1662,1660,181.826
1668,1669,26.653
1669,1668,26.653
1671,1672,49.729
1672,1671,49.729
1673,1674,21.965
1674,1673,21.965
1678,1679,16.024
1679,1678,16.024
1681,1683,25.609
1683,1681,25.609
1684,1685,29.212000000000003
1685,1684,29.212000000000003
1689,1690,44.358000000000004
1690,1689,44.358000000000004
1695,1696,39.367999999999995
1696,1695,39.367999999999995
1698,1700,17.503999999999998
1700,1698,17.503999999999998
1701,1702,26.375
1702,1701,26.375
1707,3632,8.312999999999999
3632,1707,8.312999999999999
1709,1710,51.022000000000006
1710,1709,51.022000000000006
1718,1719,36.012
1719,1718,36.012
1724,8010,42.662
8010,1724,42.662
1730,1731,18.335
1731,1730,18.335
1735,1736,22.73
1736,1735,22.73
1738,1740,18.951999999999998
1740,1738,18.951999999999998
1742,1743,9.977
1743,1742,9.977
1745,1747,13.527000000000001
1747,1745,13.527000000000001
1748,1749,12.030000000000001
1749,1748,12.030000000000001
1751,1752,12.482
1752,1751,12.482
1754,1755,9.649000000000001
1755,1754,9.649000000000001
1754,1756,7.987
1756,1754,7.987
1754,1757,8.529
1757,1754,8.529
1755,1756,9.379999999999999
1756,1755,9.379999999999999
1755,1757,9.922
1757,1755,9.922
1756,1757,8.26
1757,1756,8.26
1777,1778,34.169
1778,1777,34.169
1783,1785,16.801000000000002
1785,1783,16.801000000000002
1786,1787,18.994999999999997
1787,1786,18.994999999999997
1794,1795,37.908
1795,1794,37.908
1798,1799,55.396
1799,1798,55.396
1803,1835,52.57000000000001
1835,1803,52.57000000000001
1804,1806,11.783999999999999
1806,1804,11.783999999999999
1826,7129,22.201
7129,1826,22.201
1828,1829,41.83741101285684
1829,1828,41.83741101285684
1828,1830,38.45231878356436
1830,1828,38.45231878356436
1829,1830,27.82509222929248
1830,1829,27.82509222929248
1834,7430,50.4054555027697
7430,1834,50.4054555027697
1840,1842,27.015
1842,1840,27.015
1842,1843,29.851
1843,1842,29.851
1845,1846,105.58800000000001
1846,1845,105.58800000000001
1855,1856,11.657
1856,1855,11.657
1863,1864,51.524
1864,1863,51.524
1870,1877,20.383
1877,1870,20.383
1871,1873,15.963
1873,1871,15.963
1874,1875,75.292
1875,1874,75.292
1879,1880,23.285
1880,1879,23.285
1881,1882,34.72552614200045
1882,1881,34.72552614200045
1890,1891,13.600999999999999
1891,1890,13.600999999999999
1898,1899,16.412
1899,1898,16.412
1913,1915,18.959
1915,1913,18.959
1914,4553,30.866
4553,1914,30.866
1916,1917,131.582
1917,1916,131.582
1923,1924,87.671
1924,1923,87.671
1931,4510,29.076999999999998
4510,1931,29.076999999999998
1939,1940,75.34028820905407
1940,1939,75.34028820905407
1952,1953,67.365
1953,1952,67.365
1954,3637,43.415000000000006
3637,1954,43.415000000000006
1956,1960,38.274
1960,1956,38.274
1957,1958,71.675
1958,1957,71.675
1964,1965,173.12599999999998
1965,1964,173.12599999999998
1968,1969,58.91306065289635
1969,1968,58.91306065289635
1975,1976,98.768
1976,1975,98.768
1975,1977,86.305
1977,1975,86.305
1980,1981,40.083
1981,1980,40.083
1980,1982,62.637
1982,1980,62.637
1980,1983,41.547
1983,1980,41.547
1980,1984,42.445
1984,1980,42.445
1981,1982,54.786
1982,1981,54.786
1981,1983,33.696
1983,1981,33.696
1981,1984,34.594
1984,1981,34.594
1982,1983,56.25
1983,1982,56.25
1982,1984,57.148
1984,1982,57.148
1983,1984,36.058
1984,1983,36.058
1990,1991,28.499000000000002
1991,1990,28.499000000000002
1993,3028,129.189
3028,1993,129.189
1999,2000,21.314999999999998
2000,1999,21.314999999999998
2001,2002,25.237630356683063
2002,2001,25.237630356683063
2008,2009,13.11
2009,2008,13.11
2011,2012,48.132000000000005
2012,2011,48.132000000000005
2016,2017,46.426
2017,2016,46.426
2022,2023,47.349
2023,2022,47.349
2024,2027,84.208
2027,2024,84.208
2026,2056,44.37
2056,2026,44.37
2026,2057,47.399
2057,2026,47.399
2028,2029,67.91499999999999
2029,2028,67.91499999999999
2033,2034,15.038999999999998
2034,2033,15.038999999999998
2038,2039,86.03999999999999
2039,2038,86.03999999999999
2052,2054,13.5
2054,2052,13.5
2056,2057,12.427
2057,2056,12.427
2058,4585,50.795
4585,2058,50.795
2073,4870,18.354
4870,2073,18.354
2077,4869,104.37400000000001
4869,2077,104.37400000000001
2085,2087,22.244
2087,2085,22.244
2105,2106,20.691000000000003
2106,2105,20.691000000000003
2124,2126,13.763
2126,2124,13.763
2125,4691,73.628
4691,2125,73.628
2154,2155,14.914
2155,2154,14.914
2160,2161,80.50500000000001
2161,2160,80.50500000000001
2174,2175,61.772999999999996
2175,2174,61.772999999999996
2181,2182,14.072
2182,2181,14.072
2181,2183,18.864
2183,2181,18.864
2182,2183,19.192
2183,2182,19.192
2185,2188,25.206000000000003
2188,2185,25.206000000000003
2191,2192,11.392
2192,2191,11.392
2212,2213,91.919
2213,2212,91.919
2217,3042,52.108
3042,2217,52.108
2222,2223,14.634
2223,2222,14.634
2224,2225,6.773
2225,2224,6.773
2235,2237,16.637
2237,2235,16.637
2246,2249,100.482
2249,2246,100.482
2247,2248,17.345
2248,2247,17.345
2250,2251,17.794
2251,2250,17.794
2260,2261,26.988
2261,2260,26.988
2264,2265,62.325
2265,2264,62.325
2266,2273,220.15099999999998
2273,2266,220.15099999999998
2267,4685,21.069
4685,2267,21.069
2269,2270,103.048
2270,2269,103.048
2269,2283,591.804
2283,2269,591.804
2284,2285,24.398
2285,2284,24.398
2293,2294,14.945
2294,2293,14.945
2295,2296,25.141000000000002
2296,2295,25.141000000000002
2297,2300,227.23396465773428
2300,2297,227.23396465773428
2298,2299,1275.2058888087067
2299,2298,1275.2058888087067
2304,2305,67.785
2305,2304,67.785
2306,2307,81.79599999999999
2307,2306,81.79599999999999
2310,2311,308.123
2311,2310,308.123
2312,2315,56.729
2315,2312,56.729
2314,2315,338.08760128146264
2315,2314,338.08760128146264
2319,2320,18.905
2320,2319,18.905
2321,5759,54.955999999999996
5759,2321,54.955999999999996
2323,2324,20.067
2324,2323,20.067
2325,2326,369.253
2326,2325,369.253
2325,4438,249.14
4438,2325,249.14
2332,2333,196.355
2333,2332,196.355
2339,2341,10.028
2341,2339,10.028
2350,2352,94.761
2352,2350,94.761
2357,2360,128.458
2360,2357,128.458
2359,2360,128.106
2360,2359,128.106
2373,2374,85.07799999999999
2374,2373,85.07799999999999
2379,5762,47.031
5762,2379,47.031
2388,4684,162.179
4684,2388,162.179
2391,2392,177.321
2392,2391,177.321
2398,2400,20.493000000000002
2400,2398,20.493000000000002
2404,2405,40.277
2405,2404,40.277
2408,2409,95.64399999999999
2409,2408,95.64399999999999
2416,2417,19.091
2417,2416,19.091
2431,2433,264.155
2433,2431,264.155
2432,2433,188.61599999999999
2433,2432,188.61599999999999
2442,2443,152.517
2443,2442,152.517
2444,2445,266.452
2445,2444,266.452
2446,2448,209.032
2448,2446,209.032
2449,2450,100.09
2450,2449,100.09
2449,2455,65.875
2455,2449,65.875
2453,2454,39.64228074088679
2454,2453,39.64228074088679
2457,2459,11.886
2459,2457,11.886
2461,2462,82.272
2462,2461,82.272
2464,2465,139.345
2465,2464,139.345
2468,2469,204.473
2469,2468,204.473
2476,2477,90.05199999999999
2477,2476,90.05199999999999
2480,6017,119.666
6017,2480,119.666
2482,2483,29.583
2483,2482,29.583
2485,2486,46.59
2486,2485,46.59
2487,2488,343.5270855356723
2488,2487,343.5270855356723
2490,2491,35.206
2491,2490,35.206
2499,2500,36.33388995834359
2500,2499,36.33388995834359
2501,2503,61.178149845106915
2503,2501,61.178149845106915
2509,2510,88.5213588288245
2510,2509,88.5213588288245
2512,2513,57.17199249072308
2513,2512,57.17199249072308
2519,2520,175.29100000000003
2520,2519,175.29100000000003
2521,2522,156.7571409148582
2522,2521,156.7571409148582
2523,2524,194.595
2524,2523,194.595
2527,2528,376.16008402686435
2528,2527,376.16008402686435
2527,2529,364.43908402686435
2529,2527,364.43908402686435
2528,2529,87.34700000000001
2529,2528,87.34700000000001
2533,2535,29.663000000000004
2535,2533,29.663000000000004
2536,2537,77.485
2537,2536,77.485
2541,2542,97.206
2542,2541,97.206
2545,2546,50.026
2546,2545,50.026
2553,2554,25.241
2554,2553,25.241
2553,7869,27.24
7869,2553,27.24
2555,2561,14.205
2561,2555,14.205
2556,2557,18.609
2557,2556,18.609
2556,6591,48.709
6591,2556,48.709
2557,6592,17.873
6592,2557,17.873
2559,2561,14.981
2561,2559,14.981
2560,2561,14.981
2561,2560,14.981
2563,2565,70.988
2565,2563,70.988
2567,2569,10.373999999999999
2569,2567,10.373999999999999
2573,2574,154.98000000000002
