source_street,target_street,distance
2574,2573,154.98000000000002
2577,2578,13.535
2578,2577,13.535
2577,2579,15.165
2579,2577,15.165
2578,2579,7.9319999999999995
2579,2578,7.9319999999999995
2580,3058,51.425
3058,2580,51.425
2586,2587,18.424999999999997
2587,2586,18.424999999999997
2597,2598,45.251
2598,2597,45.251
2602,2603,36.304
2603,2602,36.304
2624,3288,28.484
3288,2624,28.484
2632,5639,75.819
5639,2632,75.819
2636,2637,375.64
2637,2636,375.64
2638,2639,11.349
2639,2638,11.349
2650,2652,22.514
2652,2650,22.514
2651,3253,157.25799999999998
3253,2651,157.25799999999998
2661,2662,166.18
2662,2661,166.18
2664,2665,21.92
2665,2664,21.92
2665,3624,21.527
3624,2665,21.527
2667,2668,20.166
2668,2667,20.166
2669,2670,22.18
2670,2669,22.18
2671,2672,47.739
2672,2671,47.739
2677,2678,21.936
2678,2677,21.936
2681,2682,34.66
2682,2681,34.66
2684,2685,12.876
2685,2684,12.876
2686,2688,24.947
2688,2686,24.947
2691,2692,45.275702952420616
2692,2691,45.275702952420616
2694,2696,16.973
2696,2694,16.973
2697,3651,62.00383028633282
3651,2697,62.00383028633282
2698,2700,79.305
2700,2698,79.305
2703,2704,20.457
2704,2703,20.457
2711,2712,128.706
2712,2711,128.706
2713,2714,41.67935057286976
2714,2713,41.67935057286976
2715,2717,69.16639155130012
2717,2715,69.16639155130012
2719,2720,287.058
2720,2719,287.058
2723,2724,52.143
2724,2723,52.143
2726,3194,69.359
3194,2726,69.359
2730,2731,25.795
2731,2730,25.795
2736,2737,48.669000000000004
2737,2736,48.669000000000004
2738,2739,29.344
2739,2738,29.344
2741,2742,25.258323987710668
2742,2741,25.258323987710668
2741,8199,23.67532398771067
8199,2741,23.67532398771067
2747,2749,74.547
2749,2747,74.547
2750,2751,41.728
2751,2750,41.728
2756,2757,40.538836131676774
2757,2756,40.538836131676774
2758,2759,48.132999999999996
2759,2758,48.132999999999996
2760,2761,19.645
2761,2760,19.645
2764,2765,10.19
2765,2764,10.19
2770,2772,43.01
2772,2770,43.01
2779,2780,34.159
2780,2779,34.159
2780,2784,34.538
2784,2780,34.538
2786,2787,19.645
2787,2786,19.645
2788,2791,19.395
2791,2788,19.395
2792,2793,27.405
2793,2792,27.405
2793,3220,29.975
3220,2793,29.975
2799,2800,223.73399999999998
2800,2799,223.73399999999998
2799,2806,211.805
2806,2799,211.805
2804,2805,12.376000000000001
2805,2804,12.376000000000001
2809,2810,14.515
2810,2809,14.515
2812,2813,44.579
2813,2812,44.579
2815,2816,15.652000000000001
2816,2815,15.652000000000001
2820,2821,97.68299999999999
2821,2820,97.68299999999999
2830,2831,108.712
2831,2830,108.712
2835,2836,52.525999999999996
2836,2835,52.525999999999996
2838,2839,53.794
2839,2838,53.794
2842,2843,35.876
2843,2842,35.876
2844,2845,16.95
2845,2844,16.95
2849,2850,10.702
2850,2849,10.702
2850,7966,18.203000000000003
7966,2850,18.203000000000003
2854,3656,33.092
3656,2854,33.092
2855,2856,16.869
2856,2855,16.869
2860,2861,15.814
2861,2860,15.814
2860,6214,25.259
6214,2860,25.259
2879,2880,110.568
2880,2879,110.568
2880,2887,110.603
2887,2880,110.603
2884,2885,145.236
2885,2884,145.236
2891,7881,22.912
7881,2891,22.912
2894,2897,63.446
2897,2894,63.446
2896,2897,62.492000000000004
2897,2896,62.492000000000004
2900,2901,14.794
2901,2900,14.794
2906,2908,167.498
2908,2906,167.498
2909,2910,34.68512964075115
2910,2909,34.68512964075115
2911,2912,48.893643466356515
2912,2911,48.893643466356515
2918,2920,15.006
2920,2918,15.006
2920,2921,16.058
2921,2920,16.058
2925,2926,85.932
2926,2925,85.932
2928,5671,11.594999999999999
5671,2928,11.594999999999999
2934,2935,14.941
2935,2934,14.941
2940,2942,49.753
2942,2940,49.753
2952,2953,25.875999999999998
2953,2952,25.875999999999998
2957,2958,20.251
2958,2957,20.251
2958,2965,22.585
2965,2958,22.585
2961,6958,31.095
6958,2961,31.095
2962,2963,50.104
2963,2962,50.104
2972,2973,120.718
2973,2972,120.718
2976,2979,38.72
2979,2976,38.72
2978,2979,38.605000000000004
2979,2978,38.605000000000004
2980,2981,167.959
2981,2980,167.959
2985,2986,12.314
2986,2985,12.314
2987,2990,14.641
2990,2987,14.641
2997,2998,155.208
2998,2997,155.208
3007,3008,31.939999999999998
3008,3007,31.939999999999998
3012,3013,72.601
3013,3012,72.601
3015,3016,14.239
3016,3015,14.239
3016,7919,10.774000000000001
7919,3016,10.774000000000001
3018,3019,161.2651963569922
3019,3018,161.2651963569922
3022,3023,28.107
3023,3022,28.107
3040,3041,96.04299999999999
3041,3040,96.04299999999999
3047,3048,107.36200000000001
3048,3047,107.36200000000001
3048,7105,102.328
7105,3048,102.328
3073,3074,69.66033974431797
3074,3073,69.66033974431797
3077,3078,56.805
3078,3077,56.805
3077,3079,55.351
3079,3077,55.351
3078,3079,12.155999999999999
3079,3078,12.155999999999999
3079,7926,13.158000000000001
7926,3079,13.158000000000001
3083,3084,92.21700000000001
3084,3083,92.21700000000001
3086,3088,14.225999999999999
3088,3086,14.225999999999999
3092,7927,38.217
7927,3092,38.217
3096,3097,31.744
3097,3096,31.744
3098,3099,50.316
3099,3098,50.316
3101,3102,164.213
3102,3101,164.213
3101,3459,206.576
3459,3101,206.576
3102,5669,40.050999999999995
5669,3102,40.050999999999995
3104,3356,162.76600000000002
3356,3104,162.76600000000002
3106,3108,38.954
3108,3106,38.954
3116,3118,52.797000000000004
3118,3116,52.797000000000004
3119,3120,13.35
3120,3119,13.35
3120,7923,13.443
7923,3120,13.443
3123,3124,80.67699999999999
3124,3123,80.67699999999999
3134,3135,11.059000000000001
3135,3134,11.059000000000001
3136,6258,122.023
6258,3136,122.023
3137,3139,68.989
3139,3137,68.989
3140,3141,14.144
3141,3140,14.144
3143,3144,15.113
3144,3143,15.113
3146,3147,19.83372217201431
3147,3146,19.83372217201431
3153,6208,85.79299999999999
6208,3153,85.79299999999999
3154,3156,189.112
3156,3154,189.112
3160,3161,13.285
3161,3160,13.285
3168,3169,16.606
3169,3168,16.606
3172,3173,25.000999999999998
3173,3172,25.000999999999998
3174,3175,11.625
3175,3174,11.625
3179,3180,18.779
3180,3179,18.779
3187,3188,138.656
3188,3187,138.656
3189,3192,162.37900000000002
3192,3189,162.37900000000002
3196,3198,11.156
3198,3196,11.156
3200,3201,129.456
3201,3200,129.456
3208,3209,36.052
3209,3208,36.052
3214,3216,37.379000000000005
3216,3214,37.379000000000005
3227,3259,19.884999999999998
3259,3227,19.884999999999998
3228,3230,18.930999999999997
3230,3228,18.930999999999997
3229,3230,20.71
3230,3229,20.71
3231,3232,17.385
3232,3231,17.385
3236,3237,48.967
3237,3236,48.967
3240,3241,25.816000000000003
3241,3240,25.816000000000003
3240,3243,24.235
3243,3240,24.235
3245,3246,57.364
3246,3245,57.364
3249,3250,32.248
3250,3249,32.248
3252,3253,157.224
3253,3252,157.224
3256,3257,18.323999999999998
3257,3256,18.323999999999998
3261,3262,10.843
3262,3261,10.843
3266,3268,26.05
3268,3266,26.05
3270,3271,27.453000000000003
3271,3270,27.453000000000003
3273,3274,96.179
3274,3273,96.179
3281,3282,34.861000000000004
3282,3281,34.861000000000004
3282,3287,34.016
3287,3282,34.016
3286,3289,110.793
3289,3286,110.793
3293,3294,70.235
3294,3293,70.235
3296,3297,50.408
3297,3296,50.408
3297,3390,50.519
3390,3297,50.519
3299,3300,90.202
3300,3299,90.202
3304,3306,29.610999999999997
3306,3304,29.610999999999997
3305,3306,29.152
3306,3305,29.152
3308,3309,7.76
3309,3308,7.76
3311,3312,23.412999999999997
3312,3311,23.412999999999997
3316,3317,195.123
3317,3316,195.123
3319,3321,89.268
3321,3319,89.268
3322,3323,56.217000000000006
3323,3322,56.217000000000006
3323,4060,90.05199999999999
4060,3323,90.05199999999999
3328,3329,22.255
3329,3328,22.255
3328,3330,33.373999999999995
3330,3328,33.373999999999995
3346,3347,75.80771515369855
3347,3346,75.80771515369855
3357,3358,50.19799999999999
3358,3357,50.19799999999999
3361,3362,42.120999999999995
3362,3361,42.120999999999995
3368,3369,15.036
3369,3368,15.036
3373,3374,20.836
3374,3373,20.836
3375,3398,226.448
3398,3375,226.448
3386,3387,13.213000000000001
3387,3386,13.213000000000001
3406,3408,258.706
3408,3406,258.706
3409,7948,86.12899999999999
7948,3409,86.12899999999999
3410,3411,29.976
3411,3410,29.976
3410,3412,17.598
3412,3410,17.598
3431,3434,85.94071768483514
3434,3431,85.94071768483514
3432,3433,21.628
3433,3432,21.628
3440,3441,32.719
3441,3440,32.719
3442,3443,80.392
3443,3442,80.392
3445,3446,26.887
3446,3445,26.887
3447,3448,52.477000000000004
3448,3447,52.477000000000004
3450,3451,54.637
3451,3450,54.637
3452,3453,99.664
3453,3452,99.664
3456,3457,60.758
3457,3456,60.758
3458,3459,79.349
3459,3458,79.349
3471,3472,26.494
3472,3471,26.494
3499,3501,20.576
3501,3499,20.576
3519,4465,27.491
4465,3519,27.491
3545,3546,13.21
3546,3545,13.21
3545,3547,13.988
3547,3545,13.988
3546,3547,12.004000000000001
3547,3546,12.004000000000001
3548,3714,11.524999999999999
3714,3548,11.524999999999999
3566,6888,11.912
6888,3566,11.912
3592,3593,16.924
3593,3592,16.924
3594,3595,16.741999999999997
3595,3594,16.741999999999997
3594,7953,16.039
7953,3594,16.039
3618,3619,99.43
3619,3618,99.43
3620,3705,20.911
3705,3620,20.911
3639,3640,36.199
3640,3639,36.199
3662,3663,48.403999999999996
3663,3662,48.403999999999996
3677,3678,14.367
3678,3677,14.367
3683,3684,12.443999999999999
3684,3683,12.443999999999999
3693,3694,31.860999999999997
3694,3693,31.860999999999997
3700,3703,120.575
3703,3700,120.575
3702,3703,80.541
3703,3702,80.541
3715,3716,18.032
3716,3715,18.032
3717,4702,22.785
4702,3717,22.785
3718,3719,16.091
3719,3718,16.091
3774,3776,29.786
3776,3774,29.786
3777,3778,224.846
3778,3777,224.846
3782,3783,66.043
3783,3782,66.043
3784,3785,40.714999999999996
3785,3784,40.714999999999996
3795,3797,36.567
3797,3795,36.567
3804,4343,28.591
4343,3804,28.591
3833,7925,17.874000000000002
7925,3833,17.874000000000002
3852,3853,30.166
3853,3852,30.166
3858,3859,47.851
3859,3858,47.851
3858,5066,46.992999999999995
5066,3858,46.992999999999995
3867,3868,19.414
3868,3867,19.414
3868,3871,47.044
3871,3868,47.044
3870,3871,55.96
3871,3870,55.96
3899,5607,120.33259655966364
5607,3899,120.33259655966364
3910,3912,24.003
3912,3910,24.003
3911,3912,23.122
3912,3911,23.122
3916,3917,29.38085999338039
3917,3916,29.38085999338039
3926,3927,29.878
3927,3926,29.878
3928,5698,21.9
5698,3928,21.9
3937,3938,54.473
3938,3937,54.473
3951,3952,27.249
3952,3951,27.249
3953,3954,45.732
3954,3953,45.732
3987,3990,23.865000000000002
3990,3987,23.865000000000002
3989,3990,27.366999999999997
3990,3989,27.366999999999997
4003,4004,40.2180319024762
4004,4003,40.2180319024762
4016,4017,61.47
4017,4016,61.47
4028,8130,40.580233782928445
8130,4028,40.580233782928445
4035,4037,84.09100000000001
4037,4035,84.09100000000001
4036,5214,19.589
5214,4036,19.589
4042,4043,70.02199999999999
4043,4042,70.02199999999999
4055,4056,18.314
4056,4055,18.314
4106,4107,29.138999999999996
4107,4106,29.138999999999996
4117,4118,33.753
4118,4117,33.753
4117,4119,7.507000000000001
4119,4117,7.507000000000001
4118,4119,35.238
4119,4118,35.238
4129,6451,51.234
6451,4129,51.234
4156,5002,37.283
5002,4156,37.283
4164,4165,15.825000000000001
4165,4164,15.825000000000001
4181,4182,22.689
4182,4181,22.689
4183,4186,18.325
4186,4183,18.325
4220,4221,14.232
4221,4220,14.232
4230,7402,24.625
7402,4230,24.625
4233,4234,16.352
4234,4233,16.352
4246,4247,12.886
4247,4246,12.886
4263,4264,23.694000000000003
4264,4263,23.694000000000003
4273,6613,100.857
6613,4273,100.857
4274,4275,43.643283080160245
4275,4274,43.643283080160245
4278,4279,40.1
4279,4278,40.1
4281,4282,30.223
4282,4281,30.223
4282,4283,39.46
4283,4282,39.46
4288,4289,67.839
4289,4288,67.839
4295,4296,36.789
4296,4295,36.789
4297,4541,8.951
4541,4297,8.951
4306,4307,14.939
4307,4306,14.939
4315,4316,64.72
4316,4315,64.72
4318,7884,33.229
7884,4318,33.229
4325,7892,43.881
7892,4325,43.881
4326,4327,38.378
4327,4326,38.378
4346,4347,85.45484532244622
4347,4346,85.45484532244622
4368,4369,50.894999999999996
4369,4368,50.894999999999996
4370,5055,26.128
5055,4370,26.128
4371,4372,17.266
4372,4371,17.266
4377,4378,16.261
4378,4377,16.261
4380,6181,52.488
6181,4380,52.488
4387,4388,23.833000000000002
4388,4387,23.833000000000002
4397,4398,30.692999999999998
4398,4397,30.692999999999998
4410,4413,118.414
4413,4410,118.414
4412,4419,79.496
4419,4412,79.496
4420,4422,68.92699999999999
4422,4420,68.92699999999999
4457,4459,9.107
4459,4457,9.107
4506,4507,173.939
4507,4506,173.939
4519,4520,82.862
4520,4519,82.862
4521,6004,18.694000000000003
6004,4521,18.694000000000003
4554,4555,246.165
4555,4554,246.165
4560,4561,22.258
4561,4560,22.258
4567,4568,15.485
4568,4567,15.485
4582,4583,12.121
4583,4582,12.121
4587,4588,123.573
4588,4587,123.573
4620,4621,41.023
4621,4620,41.023
4637,4639,26.153
4639,4637,26.153
4645,4647,40.665000000000006
4647,4645,40.665000000000006
4646,5067,34.951
5067,4646,34.951
4666,4667,64.43900000000001
4667,4666,64.43900000000001
4672,4674,39.996092994876065
4674,4672,39.996092994876065
4678,4680,83.87750269535958
4680,4678,83.87750269535958
4694,5506,36.672999999999995
5506,4694,36.672999999999995
4703,4705,13.111
4705,4703,13.111
4704,4705,13.577000000000002
4705,4704,13.577000000000002
4734,4735,25.836
4735,4734,25.836
4734,7332,24.461
7332,4734,24.461
4740,4741,11.852
4741,4740,11.852
4740,4742,48.949000000000005
4742,4740,48.949000000000005
4741,4742,49.071000000000005
4742,4741,49.071000000000005
4782,4784,8.766
4784,4782,8.766
4807,4808,43.641000000000005
4808,4807,43.641000000000005
4834,4835,28.033
4835,4834,28.033
4839,4840,62.501000000000005
4840,4839,62.501000000000005
4848,4850,22.04
4850,4848,22.04
4850,4851,22.584
4851,4850,22.584
4872,4873,76.027
4873,4872,76.027
4882,4883,58.613
4883,4882,58.613
4903,4904,25.28327340795039
4904,4903,25.28327340795039
4910,4911,20.111
4911,4910,20.111
4911,7841,22.194
7841,4911,22.194
4915,4918,47.521
4918,4915,47.521
4923,4926,29.36
4926,4923,29.36
4962,4963,28.293
4963,4962,28.293
4965,4967,33.629000000000005
4967,4965,33.629000000000005
4979,4980,59.124
4980,4979,59.124
5000,5001,27.62023695158655
5001,5000,27.62023695158655
5019,5020,9.434999999999999
5020,5019,9.434999999999999
5030,5031,100.027
5031,5030,100.027
5035,7197,131.71
7197,5035,131.71
5037,5038,174.865
5038,5037,174.865
5038,7184,164.748
7184,5038,164.748
5050,5051,55.385
5051,5050,55.385
5072,5106,22.753999999999998
5106,5072,22.753999999999998
5078,5079,27.674
5079,5078,27.674
5078,5096,29.976
5096,5078,29.976
5080,5084,15.457
5084,5080,15.457
5081,5082,23.602
5082,5081,23.602
5083,5084,15.677
5084,5083,15.677
5095,5098,22.667
5098,5095,22.667
5105,5106,18.657
5106,5105,18.657
5107,5110,19.317140931796253
5110,5107,19.317140931796253
5108,5111,25.259999999999998
5111,5108,25.259999999999998
5110,5111,20.125999999999998
5111,5110,20.125999999999998
5112,6763,16.015
6763,5112,16.015
5124,5125,42.63082887311046
5125,5124,42.63082887311046
5143,5144,20.894
5144,5143,20.894
5145,5146,19.82
5146,5145,19.82
5147,5166,16.079
5166,5147,16.079
5159,5161,98.069
5161,5159,98.069
5167,5169,56.343
5169,5167,56.343
5178,5180,14.902000000000001
5180,5178,14.902000000000001
5185,5186,12.263
5186,5185,12.263
5239,5240,29.039
5240,5239,29.039
5254,5255,13.689
5255,5254,13.689
5289,5768,28.945999999999998
5768,5289,28.945999999999998
5324,5325,12.558
5325,5324,12.558
5330,5331,14.100999999999999
5331,5330,14.100999999999999
5397,5398,21.565
5398,5397,21.565
5413,5414,18.414
5414,5413,18.414
5439,5440,29.281
5440,5439,29.281
5451,5483,12.5
5483,5451,12.5
5460,5461,16.82
5461,5460,16.82
5463,5464,56.326
5464,5463,56.326
5502,5503,278.516
5503,5502,278.516
5561,5568,22.745
5568,5561,22.745
5585,5586,10.538
5586,5585,10.538
5589,5590,12.607
5590,5589,12.607
5612,5613,15.344999999999999
5613,5612,15.344999999999999
5632,5633,10.816669918722702
5633,5632,10.816669918722702
5662,5667,20.22931805760942
5667,5662,20.22931805760942
5684,5686,33.50741783593356
5686,5684,33.50741783593356
5693,5696,17.455
5696,5693,17.455
5712,5713,6.4079999999999995
5713,5712,6.4079999999999995
5730,7284,14.267
7284,5730,14.267
5734,5735,33.092
5735,5734,33.092
5749,5750,24.916
5750,5749,24.916
5758,7084,90.39
7084,5758,90.39
5780,5781,15.117999999999999
5781,5780,15.117999999999999
5802,5807,15.283999999999999
5807,5802,15.283999999999999
5805,5806,29.33795531504586
5806,5805,29.33795531504586
5822,5823,139.066
5823,5822,139.066
5862,5863,20.578
5863,5862,20.578
5892,5893,5.569
5893,5892,5.569
5908,5909,8.219000000000001
5909,5908,8.219000000000001
5915,5916,10.281
5916,5915,10.281
5982,7894,22.241
7894,5982,22.241
5991,5992,14.495999999999999
5992,5991,14.495999999999999
6083,6084,34.38
6084,6083,34.38
6099,6100,22.111
6100,6099,22.111
6102,6103,17.915
6103,6102,17.915
6120,6320,38.943
6320,6120,38.943
6131,7951,22.682000000000002
7951,6131,22.682000000000002
6156,7922,51.981
7922,6156,51.981
6160,6161,8.774000000000001
6161,6160,8.774000000000001
6212,6213,34.336
6213,6212,34.336
6256,7192,91.54400000000001
7192,6256,91.54400000000001
6272,6273,42.394000000000005
6273,6272,42.394000000000005
6301,6302,20.041
6302,6301,20.041
6380,6381,23.302
6381,6380,23.302
6381,6383,23.015
6383,6381,23.015
6409,6410,11.767
6410,6409,11.767
6465,7944,14.673
7944,6465,14.673
6504,7439,31.147
7439,6504,31.147
6529,6543,11.152999999999999
6543,6529,11.152999999999999
6530,6531,70.554
6531,6530,70.554
6540,6541,7.984
6541,6540,7.984
6545,7973,19.61
7973,6545,19.61
6563,8118,20.948
8118,6563,20.948
6655,6656,13.184999999999999
6656,6655,13.184999999999999
6666,6667,15.395
6667,6666,15.395
6685,6686,39.91233438253113
6686,6685,39.91233438253113
6720,6721,24.731
6721,6720,24.731
6754,6758,13.469999999999999
6758,6754,13.469999999999999
6762,6763,15.988
6763,6762,15.988
6816,6817,67.719
6817,6816,67.719
6888,6889,4.232
6889,6888,4.232
6904,6905,59.93
6905,6904,59.93
6908,8193,15.904
8193,6908,15.904
6950,6951,121.735
6951,6950,121.735
6963,7156,13.176
7156,6963,13.176
7053,7090,110.70599999999999
7090,7053,110.70599999999999
7201,7203,210.284
7203,7201,210.284
7202,7203,202.32399999999998
7203,7202,202.32399999999998
7222,7223,70.122
7223,7222,70.122
7223,7232,109.91300000000001
7232,7223,109.91300000000001
7231,7238,55.10273273409345
7238,7231,55.10273273409345
7246,7247,69.54237458173314
7247,7246,69.54237458173314
7286,7287,19.571
7287,7286,19.571
7367,7372,22.735414260651684
7372,7367,22.735414260651684
7377,7378,26.94018100269008
7378,7377,26.94018100269008
7382,7633,23.843
7633,7382,23.843
7482,7483,30.778
7483,7482,30.778
7526,7533,18.971
7533,7526,18.971
7532,7533,12.941
7533,7532,12.941
7536,7537,21.003785225538646
7537,7536,21.003785225538646
7565,7630,26.534
7630,7565,26.534
7591,7592,18.13728327524243
7592,7591,18.13728327524243
7592,7625,24.633
7625,7592,24.633
7599,7600,12.66
7600,7599,12.66
7694,7696,11.219999999999999
7696,7694,11.219999999999999
7721,7722,27.137999999999998
7722,7721,27.137999999999998
7747,7748,39.864
7748,7747,39.864
7747,7749,30.865000000000002
7749,7747,30.865000000000002
7748,7749,53.039
7749,7748,53.039
7753,8082,14.131
8082,7753,14.131
7793,7839,11.493
7839,7793,11.493
7798,7799,25.415
7799,7798,25.415
7836,7837,12.268
7837,7836,12.268
7837,7838,12.0
7838,7837,12.0
7890,7891,14.403
7891,7890,14.403
7896,7897,12.592
7897,7896,12.592
7913,7914,82.083
7914,7913,82.083
7928,7939,10.192
7939,7928,10.192
7929,7930,12.645
7930,7929,12.645
7929,7931,10.924
7931,7929,10.924
7930,7931,9.239
7931,7930,9.239
7933,7934,17.643
7934,7933,17.643
7935,7938,18.594
7938,7935,18.594
7937,7938,11.126999999999999
7938,7937,11.126999999999999
7960,7961,42.14840632628344
7961,7960,42.14840632628344
7969,7970,119.447
7970,7969,119.447
7990,7991,9.913
7991,7990,9.913
7991,8145,10.786
8145,7991,10.786
7996,7999,11.415
7999,7996,11.415
8061,8062,20.465
8062,8061,20.465
8105,8106,97.196
8106,8105,97.196
8154,8155,9.641
8155,8154,9.641
